,Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category,total_people,total_nights,package_count
14952,tour_idgf5c7ixa,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,Yes,12,5,Yes,High Cost,2.0,17,4
14953,tour_idmlu6636t,BURUNDI,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Low Cost,1.0,7,0
14954,tour_idj54n0wkr,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,5,Yes,Normal Cost,2.0,5,0
14955,tour_idg4vnf15v,ITALY,25-44,With Other Friends/Relatives,2.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,10,4,Yes,Lower Cost,4.0,14,6
14956,tour_id618kx1mg,AUSTRIA,18-24,With Other Friends/Relatives,2.0,2.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,Higher Cost,4.0,12,5
14957,tour_idbk9swh6z,SPAIN,45-64,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Normal Cost,1.0,7,5
14958,tour_id32gn4835,BELGIUM,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,3,Yes,Higher Cost,2.0,13,4
14959,tour_idfaaubsw1,JAPAN,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,4,Yes,Normal Cost,2.0,13,0
14960,tour_idm4qkhfm3,NETHERLANDS,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,6,0,Yes,High Cost,2.0,6,4
14961,tour_id6vv09msv,CANADA,45-64,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,10,0,No,High Cost,1.0,10,5
14962,tour_ide12gcl5g,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,0,7,Yes,High Cost,2.0,7,5
14963,tour_ido5o6q9ki,FRANCE,25-44,With Spouse and Children,3.0,3.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,7,Yes,Higher Cost,6.0,19,7
14964,tour_idvxitrn8v,GERMANY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,5,Yes,High Cost,2.0,12,7
14965,tour_idch3z1z8v,CANADA,25-44,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,12,0,Yes,Higher Cost,1.0,12,5
14966,tour_idpwbb7ikq,UNITED STATES OF AMERICA,18-24,Alone,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Yes,Low Cost,1.0,30,0
14967,tour_id53thh5dd,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost,1.0,6,7
14968,tour_idloicc46v,ITALY,25-44,With Other Friends/Relatives,6.0,6.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,8,Yes,Higher Cost,12.0,15,0
14969,tour_idrenx5dra,ITALY,45-64,With Spouse and Children,1.0,2.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost,3.0,7,5
14970,tour_idfx8jvnji,SWEDEN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,5,6,Yes,Higher Cost,2.0,11,6
14971,tour_idkm802mwb,UNITED KINGDOM,18-24,With Other Friends/Relatives,0.0,3.0,Leisure and Holidays,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,14,0,Yes,Normal Cost,3.0,14,0
14972,tour_idsenn655p,ZAMBIA,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Normal Cost,1.0,2,0
14973,tour_idczi13x7g,SOUTH AFRICA,45-64,With Other Friends/Relatives,3.0,1.0,Meetings and Conference,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost,4.0,1,0
14974,tour_idn9r96o48,SWEDEN,25-44,,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,13,0,Yes,Normal Cost,1.0,13,5
14975,tour_idsp7hutmo,UNITED KINGDOM,18-24,With Other Friends/Relatives,2.0,1.0,Scientific and Academic,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Normal Cost,3.0,14,5
14976,tour_idxv5ixt8d,UGANDA,25-44,With Spouse and Children,5.0,3.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,10,Yes,High Cost,8.0,10,0
14977,tour_idu0gz4iom,GERMANY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,14,Yes,High Cost,2.0,14,4
14978,tour_idvr66amp8,NORWAY,45-64,Alone,1.0,0.0,Scientific and Academic,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,5,4,No,Normal Cost,1.0,9,0
14979,tour_idn6nrv00k,BELGIUM,25-44,With Spouse,1.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,0,Yes,High Cost,1.0,7,4
14980,tour_idlfrmtgdx,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7,0,No,Higher Cost,2.0,7,5
14981,tour_idv7jrpvob,UNITED KINGDOM,45-64,Alone,0.0,1.0,Meetings and Conference,Wildlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,42,0,Yes,Normal Cost,1.0,42,0
14982,tour_idp5vm8v8s,UNITED STATES OF AMERICA,65+,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,11,3,Yes,Higher Cost,2.0,14,4
14983,tour_id1b8i47z9,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Yes,Normal Cost,1.0,4,5
14984,tour_idzgg3alea,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,0,No,Higher Cost,1.0,12,6
14985,tour_idwrkvz5ol,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,4,Yes,Higher Cost,2.0,14,7
14986,tour_idups67st5,ZAMBIA,18-24,Alone,0.0,1.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost,1.0,3,0
14987,tour_idf7m72a0g,SWIZERLAND,45-64,With Other Friends/Relatives,1.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Higher Cost,2.0,14,6
14988,tour_idt05h2eiu,INDIA,18-24,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,15,0,Yes,High Cost,1.0,15,0
14989,tour_idgsp6f7pw,ZIMBABWE,25-44,With Other Friends/Relatives,0.0,2.0,Other,Hunting Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost,2.0,2,0
14990,tour_idhak4a3ey,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,21,0,No,Normal Cost,1.0,21,0
14991,tour_id7m3ex2rd,UNITED KINGDOM,18-24,,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,21,3,Yes,Normal Cost,1.0,24,0
14992,tour_idoh18u9kr,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Beach Tourism,Trade fair,Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost,1.0,4,0
14993,tour_id2naf92qx,SWIZERLAND,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,10,Yes,Higher Cost,2.0,16,6
14994,tour_id8n7kzmx1,SPAIN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,10,Yes,Higher Cost,2.0,14,6
14995,tour_id3pjtrrei,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,3,Yes,High Cost,2.0,6,5
14996,tour_idoc80ukrh,NETHERLANDS,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,High Cost,1.0,5,5
14997,tour_id3la4mgtd,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,9,0,Yes,High Cost,1.0,9,5
14998,tour_iderhbn8p8,OMAN,25-44,With Spouse,1.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,20,Yes,Normal Cost,2.0,20,0
14999,tour_idjshsrhmb,UGANDA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,No,Lower Cost,1.0,14,0
15000,tour_id43os217z,ARGENTINA,25-44,With Spouse and Children,1.0,3.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,Yes,No,5,2,Yes,Higher Cost,4.0,7,3
15001,tour_ide97e3h1j,CHINA,25-44,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,4,0,Yes,High Cost,1.0,4,4
15002,tour_idxk15k1hu,FINLAND,45-64,Alone,1.0,0.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,0,No,Normal Cost,1.0,21,0
15003,tour_idxcypm1tu,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,Yes,Yes,Yes,Yes,Yes,No,Yes,9,8,No,Higher Cost,2.0,17,6
15004,tour_idahhicqb1,INDIA,25-44,Alone,0.0,1.0,Meetings and Conference,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,65,0,No,Higher Cost,1.0,65,0
15005,tour_idv7uzg1x1,NAMIBIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,Yes,No,0,4,Yes,High Cost,2.0,4,3
15006,tour_idfyy5n6cn,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,13,0,Yes,Higher Cost,2.0,13,4
15007,tour_idz65gc2ff,KENYA,18-24,,1.0,0.0,Scientific and Academic,Hunting Tourism,Others,Package Tour,No,Yes,Yes,No,No,Yes,No,3,0,Yes,Lower Cost,1.0,3,3
15008,tour_idwwa2fzky,UNITED KINGDOM,18-24,,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,13,3,No,Normal Cost,1.0,16,5
15009,tour_idum4hvonu,UNITED STATES OF AMERICA,18-24,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,90,0,No,Low Cost,1.0,90,0
15010,tour_idhxrlef7y,AUSTRALIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,No,Highest Cost,2.0,10,6
15011,tour_id48ddhdkt,CANADA,45-64,With Other Friends/Relatives,4.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,0,No,Higher Cost,6.0,14,7
15012,tour_idj09puv0a,NORWAY,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,14,7,No,High Cost,1.0,21,5
15013,tour_idjseu8uvb,UNITED STATES OF AMERICA,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,No,9,0,Yes,Higher Cost,3.0,9,4
15014,tour_idr5rv8pkp,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,0,14,Yes,High Cost,2.0,14,4
15015,tour_id1y9oeu58,UNITED STATES OF AMERICA,65+,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost,2.0,7,6
15016,tour_idwgf3t2gf,JAMAICA,18-24,,1.0,0.0,Scientific and Academic,Hunting Tourism,Others,Package Tour,No,Yes,Yes,No,No,Yes,No,3,0,Yes,Lower Cost,1.0,3,3
15017,tour_idc2kj0r2o,SOUTH AFRICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,5,0,No,Higher Cost,2.0,5,4
15018,tour_idr29tqohu,UNITED KINGDOM,45-64,Alone,0.0,1.0,Business,Beach Tourism,"Friends, relatives",Package Tour,No,Yes,No,Yes,No,No,No,6,0,No,Normal Cost,1.0,6,2
15019,tour_idwgyfntzc,CHINA,25-44,Alone,0.0,1.0,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,40,0,No,High Cost,1.0,40,0
15020,tour_idemcoieye,KENYA,25-44,,0.0,1.0,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost,1.0,2,0
15021,tour_id1tkjmsia,ZAMBIA,25-44,With Other Friends/Relatives,3.0,0.0,Business,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost,3.0,4,0
15022,tour_idq18vdn7t,ITALY,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,No,Yes,No,Yes,Yes,No,No,8,0,Yes,High Cost,1.0,8,3
15023,tour_idsnhr05mc,UNITED STATES OF AMERICA,65+,With Spouse,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,4,Yes,Normal Cost,1.0,14,7
15024,tour_idbm9wfc0t,SOUTH AFRICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,No,Highest Cost,2.0,7,5
15025,tour_id2k2pi46g,INDIA,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,55,0,Yes,Normal Cost,1.0,55,0
15026,tour_id2wutj8zz,UNITED KINGDOM,45-64,Alone,0.0,1.0,Meetings and Conference,Hunting Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost,1.0,3,0
15027,tour_idlwx8gsx2,UNITED KINGDOM,45-64,Alone,1.0,0.0,Meetings and Conference,Mountain Climbing,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost,1.0,1,0
15028,tour_idkf7g8hn8,CHINA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,0,No,Normal Cost,1.0,8,0
15029,tour_id1bzn39z5,ZIMBABWE,45-64,Alone,1.0,0.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,Lower Cost,1.0,30,0
15030,tour_id5ks4nb94,SWEDEN,45-64,With Other Friends/Relatives,1.0,3.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,5,5,Yes,Normal Cost,4.0,10,5
15031,tour_idn1y3vwpt,MOZAMBIQUE,25-44,Alone,0.0,1.0,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost,1.0,2,0
15032,tour_idmf3gskrj,UNITED KINGDOM,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,38,0,No,Normal Cost,1.0,38,0
15033,tour_id7ael41el,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,14,0,Yes,Normal Cost,1.0,14,0
15034,tour_idurl0fgyc,VIETNAM,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,0,Yes,Higher Cost,2.0,3,7
15035,tour_id3da69yi0,UGANDA,<18,With Other Friends/Relatives,4.0,0.0,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost,4.0,1,0
15036,tour_idreyk69p7,SWEDEN,45-64,,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,10,7,No,Normal Cost,1.0,17,4
15037,tour_idb7lya2mz,MEXICO,25-44,Alone,1.0,0.0,Meetings and Conference,Conference Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost,1.0,4,0
15038,tour_id9w3j3wtr,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Wildlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,4,0,Yes,Low Cost,1.0,4,0
15039,tour_idp9sxtyji,GERMANY,45-64,With Other Friends/Relatives,4.0,4.0,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,7,Yes,Highest Cost,8.0,16,6
15040,tour_id6dfd5q05,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,0,No,Normal Cost,1.0,20,0
15041,tour_id7xvw55qp,INDIA,45-64,Alone,0.0,1.0,Business,Hunting Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,1.0,2,0
15042,tour_idbwlwwlst,MALAWI,<18,Alone,1.0,0.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,No,Normal Cost,1.0,10,0
15043,tour_idcrrfamzo,UNITED STATES OF AMERICA,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,0,Yes,Higher Cost,3.0,4,6
15044,tour_idsgowxjfi,VIETNAM,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,Higher Cost,2.0,3,6
15045,tour_ids1wellse,CANADA,45-64,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,10,Yes,Higher Cost,1.0,14,7
15046,tour_idp84u2qh4,MALAYSIA,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Normal Cost,1.0,7,5
15047,tour_idha9skeh7,FRANCE,25-44,With Children,2.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,2,7,Yes,Higher Cost,3.0,9,5
15048,tour_idqlg7uk6z,UNITED KINGDOM,45-64,Alone,0.0,1.0,Scientific and Academic,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost,1.0,4,0
15049,tour_idp4m3vetx,DRC,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,No,Higher Cost,1.0,8,5
15050,tour_id6w80gqpe,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Yes,Normal Cost,1.0,6,0
15051,tour_idohq3bdnv,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,High Cost,2.0,7,4
15052,tour_id6g16df39,GERMANY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,14,0,Yes,Higher Cost,2.0,14,4
15053,tour_ide8wcnske,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Business,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost,1.0,2,0
15054,tour_idi5agk72l,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,4,Yes,Normal Cost,1.0,17,6
15055,tour_id35van5fy,SOUTH AFRICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Business,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,Highest Cost,2.0,7,3
15056,tour_id8ngwt2i3,SLOVAKIA,25-44,With Spouse and Children,1.0,2.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,14,Yes,Higher Cost,3.0,14,4
15057,tour_id07xio7de,NETHERLANDS,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,7,6,Yes,Higher Cost,2.0,13,0
15058,tour_idgxxvno4z,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Normal Cost,1.0,8,6
15059,tour_idvh31q7f4,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,16,0,Yes,Higher Cost,2.0,16,0
15060,tour_idx5e6elkx,GERMANY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,6,Yes,Normal Cost,2.0,6,0
15061,tour_id7s7jovxs,AUSTRALIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,Yes,10,9,Yes,Higher Cost,2.0,19,5
15062,tour_idcb2ci1si,GERMANY,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,3,Yes,Normal Cost,1.0,4,0
15063,tour_id103xdqeu,UNITED KINGDOM,25-44,With Other Friends/Relatives,0.0,2.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Yes,High Cost,2.0,10,0
15064,tour_idc4jqew92,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost,2.0,7,4
15065,tour_idnt5ss8p0,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10,0,No,Normal Cost,2.0,10,6
15066,tour_id77g0i3ur,GERMANY,18-24,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost,1.0,7,4
15067,tour_id2vcynhne,BELGIUM,65+,,1.0,0.0,Leisure and Holidays,Bird Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,11,0,No,Normal Cost,1.0,11,0
15068,tour_id40ds2rzy,GERMANY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,No,Yes,No,9,0,Yes,High Cost,2.0,9,3
